study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB8308	SAMEA3218651	ERS645159	ERX682707	ERR739024	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739024/ERR739024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739024/ERR739024_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739024/ERR739024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739024/ERR739024_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1286_Father.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1286_Father.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1286_Father.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1286_Father.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739024	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739024		
PRJEB8308	SAMEA3218652	ERS645160	ERX682708	ERR739025	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739025/ERR739025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739025/ERR739025_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739025/ERR739025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739025/ERR739025_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1286_Mother.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1286_Mother.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1286_Mother.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1286_Mother.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739025	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739025		
PRJEB8308	SAMEA3218653	ERS645161	ERX682709	ERR739026	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739026/ERR739026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739026/ERR739026_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739026/ERR739026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739026/ERR739026_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1286_Twin1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1286_Twin1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1286_Twin1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1286_Twin1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739026	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739026		
PRJEB8308	SAMEA3218654	ERS645162	ERX682710	ERR739027	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739027/ERR739027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739027/ERR739027_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739027/ERR739027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739027/ERR739027_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1286_Twin2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1286_Twin2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1286_Twin2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1286_Twin2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739027	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739027		
PRJEB8308	SAMEA3218655	ERS645163	ERX682711	ERR739028	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739028/ERR739028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739028/ERR739028_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739028/ERR739028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739028/ERR739028_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1301_Father.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1301_Father.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1301_Father.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1301_Father.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739028	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739028		
PRJEB8308	SAMEA3218656	ERS645164	ERX682712	ERR739029	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739029/ERR739029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739029/ERR739029_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739029/ERR739029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739029/ERR739029_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1301_Mother.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1301_Mother.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1301_Mother.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1301_Mother.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739029	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739029		
PRJEB8308	SAMEA3218657	ERS645165	ERX682713	ERR739030	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739030/ERR739030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739030/ERR739030_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739030/ERR739030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739030/ERR739030_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1301_Twin1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1301_Twin1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1301_Twin1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1301_Twin1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739030	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739030		
PRJEB8308	SAMEA3218658	ERS645166	ERX682714	ERR739031	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739031/ERR739031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739031/ERR739031_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739031/ERR739031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739031/ERR739031_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1301_Twin2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1301_Twin2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1301_Twin2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1301_Twin2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739031	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739031		
PRJEB8308	SAMEA3218659	ERS645167	ERX682715	ERR739032	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739032/ERR739032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739032/ERR739032_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739032/ERR739032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739032/ERR739032_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1323_Father.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1323_Father.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1323_Father.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1323_Father.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739032	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739032		
PRJEB8308	SAMEA3218660	ERS645168	ERX682716	ERR739033	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739033/ERR739033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739033/ERR739033_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739033/ERR739033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739033/ERR739033_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1323_Mother.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1323_Mother.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1323_Mother.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1323_Mother.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739033	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739033		
PRJEB8308	SAMEA3218661	ERS645169	ERX682717	ERR739034	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739034/ERR739034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739034/ERR739034_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739034/ERR739034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739034/ERR739034_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1323_Twin1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1323_Twin1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1323_Twin1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1323_Twin1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739034	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739034		
PRJEB8308	SAMEA3218662	ERS645170	ERX682718	ERR739035	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739035/ERR739035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739035/ERR739035_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739035/ERR739035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739035/ERR739035_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1323_Twin2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1323_Twin2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1323_Twin2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1323_Twin2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739035	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739035		
PRJEB8308	SAMEA3218663	ERS645171	ERX682719	ERR739036	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739036/ERR739036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739036/ERR739036_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739036/ERR739036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739036/ERR739036_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1389_Father.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1389_Father.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1389_Father.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1389_Father.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739036	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739036		
PRJEB8308	SAMEA3218664	ERS645172	ERX682720	ERR739037	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739037/ERR739037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739037/ERR739037_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739037/ERR739037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739037/ERR739037_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1389_Mother.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1389_Mother.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1389_Mother.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1389_Mother.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739037	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739037		
PRJEB8308	SAMEA3218665	ERS645173	ERX682721	ERR739038	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739038/ERR739038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739038/ERR739038_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739038/ERR739038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739038/ERR739038_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1389_Twin1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1389_Twin1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1389_Twin1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1389_Twin1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739038	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739038		
PRJEB8308	SAMEA3218666	ERS645174	ERX682722	ERR739039	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739039/ERR739039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739039/ERR739039_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739039/ERR739039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739039/ERR739039_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1389_Twin2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1389_Twin2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1389_Twin2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1389_Twin2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739039	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739039		
PRJEB8308	SAMEA3218667	ERS645175	ERX682723	ERR739040	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739040/ERR739040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739040/ERR739040_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739040/ERR739040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739040/ERR739040_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1443_Father.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1443_Father.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1443_Father.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1443_Father.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739040	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739040		
PRJEB8308	SAMEA3218668	ERS645176	ERX682724	ERR739041	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739041/ERR739041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739041/ERR739041_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739041/ERR739041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739041/ERR739041_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1443_Mother.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1443_Mother.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1443_Mother.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1443_Mother.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739041	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739041		
PRJEB8308	SAMEA3218669	ERS645177	ERX682725	ERR739042	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739042/ERR739042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739042/ERR739042_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739042/ERR739042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739042/ERR739042_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1443_Twin1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1443_Twin1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1443_Twin1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1443_Twin1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739042	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739042		
PRJEB8308	SAMEA3218670	ERS645178	ERX682726	ERR739043	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739043/ERR739043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739043/ERR739043_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739043/ERR739043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739043/ERR739043_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1443_Twin2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1443_Twin2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1443_Twin2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1443_Twin2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739043	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739043		
PRJEB8308	SAMEA3218671	ERS645179	ERX682727	ERR739044	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739044/ERR739044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739044/ERR739044_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739044/ERR739044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739044/ERR739044_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1480_Father.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1480_Father.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1480_Father.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1480_Father.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739044	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739044		
PRJEB8308	SAMEA3218672	ERS645180	ERX682728	ERR739045	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739045/ERR739045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739045/ERR739045_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739045/ERR739045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739045/ERR739045_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1480_Mother.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1480_Mother.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1480_Mother.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1480_Mother.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739045	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739045		
PRJEB8308	SAMEA3218673	ERS645181	ERX682729	ERR739046	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739046/ERR739046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739046/ERR739046_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739046/ERR739046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739046/ERR739046_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1480_Twin1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1480_Twin1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1480_Twin1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1480_Twin1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739046	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739046		
